Sentence	ID	表層形	原形	品詞
"缶入りホットジンジャーエールだと～!?"	385	"だ"	"だ"	"助動詞"
"缶入りホットジンジャーエールだと～!?"	385	"と"	"と"	"助詞-格助詞-引用"
"缶入りホットジンジャーエールだと～!?"	385	"～!?"	"～!?"	"記号-一般"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"から"	"から"	"助詞-格助詞-一般"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"の"	"の"	"助詞-連体化"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"、"	"、"	"記号-読点"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"ジョージア"	"ジョージア"	"名詞-固有名詞-地域-一般"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"の"	"の"	"助詞-連体化"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"新しい"	"新しい"	"形容詞-自立"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"CM"	"CM"	"名詞-一般"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"。"	"。"	"記号-句点"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"こら"	"こら"	"感動詞"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"ー"	"ー"	"名詞-一般"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"！"	"！"	"記号-一般"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"可愛"	"可愛い"	"形容詞-自立"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"すぎる"	"すぎる"	"動詞-非自立"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"やろ"	"や"	"助動詞"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"ー"	"ー"	"名詞-一般"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"！"	"！"	"記号-一般"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"ずるい"	"ずるい"	"形容詞-自立"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"ぞ"	"ぞ"	"助詞-終助詞"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"！"	"！"	"記号-一般"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"永作"	"永作"	"名詞-固有名詞-人名-姓"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"博美"	"博美"	"名詞-固有名詞-人名-名"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"ー"	"ー"	"名詞-一般"
"からの、ジョージアの新しいCM。 こらー！可愛すぎるやろー！ずるいぞ！永作博美ー！"	386	"！"	"！"	"記号-一般"
"わーい！ポンバシ先生からも返信が！"	387	"わーい"	"わーい"	"感動詞"
"わーい！ポンバシ先生からも返信が！"	387	"！"	"！"	"記号-一般"
"わーい！ポンバシ先生からも返信が！"	387	"ポンバシ"	"ポンバシ"	"名詞-一般"
"わーい！ポンバシ先生からも返信が！"	387	"先生"	"先生"	"名詞-一般"
"わーい！ポンバシ先生からも返信が！"	387	"から"	"から"	"助詞-格助詞-一般"
"わーい！ポンバシ先生からも返信が！"	387	"も"	"も"	"助詞-係助詞"
"わーい！ポンバシ先生からも返信が！"	387	"返信"	"返信"	"名詞-一般"
"わーい！ポンバシ先生からも返信が！"	387	"が"	"が"	"助詞-格助詞-一般"
"わーい！ポンバシ先生からも返信が！"	387	"！"	"！"	"記号-一般"
"続いてまさかのなゆゆからも返信が！嬉しい～(´∇｀)"	388	"続い"	"続く"	"動詞-自立"
"続いてまさかのなゆゆからも返信が！嬉しい～(´∇｀)"	388	"て"	"て"	"助詞-接続助詞"
"続いてまさかのなゆゆからも返信が！嬉しい～(´∇｀)"	388	"まさかの"	"まさかの"	"連体詞"
"続いてまさかのなゆゆからも返信が！嬉しい～(´∇｀)"	388	"な"	"だ"	"助動詞"
"続いてまさかのなゆゆからも返信が！嬉しい～(´∇｀)"	388	"ゆ"	"ゆ"	"名詞-一般"
"続いてまさかのなゆゆからも返信が！嬉しい～(´∇｀)"	388	"ゆ"	"ゆ"	"名詞-一般"
"続いてまさかのなゆゆからも返信が！嬉しい～(´∇｀)"	388	"から"	"から"	"助詞-格助詞-一般"
"続いてまさかのなゆゆからも返信が！嬉しい～(´∇｀)"	388	"も"	"も"	"助詞-係助詞"
"続いてまさかのなゆゆからも返信が！嬉しい～(´∇｀)"	388	"返信"	"返信"	"名詞-一般"
"続いてまさかのなゆゆからも返信が！嬉しい～(´∇｀)"	388	"が"	"が"	"助詞-格助詞-一般"
"続いてまさかのなゆゆからも返信が！嬉しい～(´∇｀)"	388	"！"	"！"	"記号-一般"
"続いてまさかのなゆゆからも返信が！嬉しい～(´∇｀)"	388	"嬉しい"	"嬉しい"	"形容詞-自立"
"続いてまさかのなゆゆからも返信が！嬉しい～(´∇｀)"	388	"～(´∇｀)"	"～(´∇｀)"	"記号-一般"
"今日、またひとつ新しい価値観を手にいれました。"	389	"今日"	"今日"	"名詞-副詞可能"
"今日、またひとつ新しい価値観を手にいれました。"	389	"、"	"、"	"記号-読点"
"今日、またひとつ新しい価値観を手にいれました。"	389	"また"	"また"	"接続詞"
"今日、またひとつ新しい価値観を手にいれました。"	389	"ひとつ"	"ひとつ"	"名詞-副詞可能"
"今日、またひとつ新しい価値観を手にいれました。"	389	"新しい"	"新しい"	"形容詞-自立"
"今日、またひとつ新しい価値観を手にいれました。"	389	"価値"	"価値"	"名詞-一般"
"今日、またひとつ新しい価値観を手にいれました。"	389	"観"	"観"	"名詞-接尾-一般"
"今日、またひとつ新しい価値観を手にいれました。"	389	"を"	"を"	"助詞-格助詞-一般"
"今日、またひとつ新しい価値観を手にいれました。"	389	"手"	"手"	"名詞-一般"
"今日、またひとつ新しい価値観を手にいれました。"	389	"に"	"に"	"助詞-格助詞-一般"
"今日、またひとつ新しい価値観を手にいれました。"	389	"いれ"	"いれる"	"動詞-自立"
"今日、またひとつ新しい価値観を手にいれました。"	389	"まし"	"ます"	"助動詞"
"今日、またひとつ新しい価値観を手にいれました。"	389	"た"	"た"	"助動詞"
"今日、またひとつ新しい価値観を手にいれました。"	389	"。"	"。"	"記号-句点"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"あらゆる"	"あらゆる"	"連体詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"こと"	"こと"	"名詞-非自立-一般"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"に"	"に"	"助詞-格助詞-一般"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"フラット"	"フラット"	"名詞-一般"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"な"	"だ"	"助動詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"見方"	"見方"	"名詞-一般"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"を"	"を"	"助詞-格助詞-一般"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"しよ"	"する"	"動詞-自立"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"う"	"う"	"助動詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"と"	"と"	"助詞-格助詞-引用"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"思っ"	"思う"	"動詞-自立"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"て"	"て"	"助詞-接続助詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"いる"	"いる"	"動詞-非自立"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"けど"	"けど"	"助詞-接続助詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"、"	"、"	"記号-読点"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"あからさま"	"あからさま"	"名詞-形容動詞語幹"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"に"	"に"	"助詞-副詞化"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"嫌悪"	"嫌悪"	"名詞-サ変接続"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"や"	"や"	"助詞-並立助詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"拒絶"	"拒絶"	"名詞-サ変接続"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"を"	"を"	"助詞-格助詞-一般"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"感じ"	"感じる"	"動詞-自立"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"て"	"て"	"助詞-接続助詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"しまう"	"しまう"	"動詞-非自立"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"の"	"の"	"名詞-非自立-一般"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"は"	"は"	"助詞-係助詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"、"	"、"	"記号-読点"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"自分"	"自分"	"名詞-一般"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"の"	"の"	"助詞-格助詞-一般"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"置か"	"置く"	"動詞-自立"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"れ"	"れる"	"動詞-接尾"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"た"	"た"	"助動詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"環境"	"環境"	"名詞-一般"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"や"	"や"	"助詞-並立助詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"信じ"	"信じる"	"動詞-自立"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"て"	"て"	"助詞-接続助詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"き"	"くる"	"動詞-非自立"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"た"	"た"	"助動詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"もの"	"もの"	"名詞-非自立-一般"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"を"	"を"	"助詞-格助詞-一般"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"否定"	"否定"	"名詞-サ変接続"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"する"	"する"	"動詞-自立"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"よう"	"よう"	"名詞-非自立-助動詞語幹"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"な"	"だ"	"助動詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"何"	"何"	"名詞-代名詞-一般"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"か"	"か"	"助詞-副助詞／並立助詞／終助詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"に"	"に"	"助詞-格助詞-一般"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"出会っ"	"出会う"	"動詞-自立"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"た"	"た"	"助動詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"時"	"時"	"名詞-非自立-副詞可能"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"な"	"だ"	"助動詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"ん"	"ん"	"名詞-非自立-一般"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"だろ"	"だ"	"助動詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"う"	"う"	"助動詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"と"	"と"	"助詞-格助詞-引用"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"今日"	"今日"	"名詞-副詞可能"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"わかっ"	"わかる"	"動詞-自立"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"た"	"た"	"助動詞"
"あらゆることにフラットな見方をしようと思っているけど、 あからさまに嫌悪や拒絶を感じてしまうのは、自分の置かれた環境や信じてきたものを否定するような何かに出会った時なんだろうと今日わかった。"	390	"。"	"。"	"記号-句点"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"それ"	"それ"	"名詞-代名詞-一般"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"を"	"を"	"助詞-格助詞-一般"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"踏まえ"	"踏まえる"	"動詞-自立"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"た"	"た"	"助動詞"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"上"	"上"	"名詞-非自立-副詞可能"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"で"	"で"	"助詞-格助詞-一般"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"、"	"、"	"記号-読点"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"いつ"	"いつ"	"名詞-代名詞-一般"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"でも"	"でも"	"助詞-副助詞"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"何"	"何"	"名詞-代名詞-一般"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"に"	"に"	"助詞-格助詞-一般"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"でも"	"でも"	"助詞-副助詞"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"、"	"、"	"記号-読点"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"フラット"	"フラット"	"名詞-一般"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"に"	"に"	"助詞-格助詞-一般"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"なり"	"なる"	"動詞-自立"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"たい"	"たい"	"助動詞"
"それを踏まえた上で、いつでも何にでも、フラットになりたい。"	391	"。"	"。"	"記号-句点"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"よい"	"よい"	"形容詞-自立"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"酒"	"酒"	"名詞-一般"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"だっ"	"だ"	"助動詞"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"た"	"た"	"助動詞"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"。"	"。"	"記号-句点"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"よく"	"よく"	"副詞-一般"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"笑っ"	"笑う"	"動詞-自立"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"た"	"た"	"助動詞"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"し"	"し"	"助詞-接続助詞"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"、"	"、"	"記号-読点"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"男前"	"男前"	"名詞-一般"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"も"	"も"	"助詞-係助詞"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"盗み見"	"盗み見"	"名詞-一般"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"し"	"する"	"動詞-自立"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"た"	"た"	"助動詞"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"。"	"。"	"記号-句点"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"まだまだ"	"まだまだ"	"副詞-助詞類接続"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"のみ"	"のむ"	"動詞-自立"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"た"	"た"	"助動詞"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"いとこ"	"いとこ"	"名詞-一般"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"だ"	"だ"	"助動詞"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"けど"	"けど"	"助詞-接続助詞"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"、"	"、"	"記号-読点"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"よりによって"	"よりによって"	"副詞-一般"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"どこ"	"どこ"	"名詞-代名詞-一般"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"も"	"も"	"助詞-係助詞"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"開い"	"開く"	"動詞-自立"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"て"	"てる"	"動詞-非自立"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"ない"	"ない"	"助動詞"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"ので"	"ので"	"助詞-接続助詞"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"仕方"	"仕方"	"名詞-ナイ形容詞語幹"
"よい酒だった。よく笑ったし、男前も盗み見した。まだまだのみたいとこだけど、よりによってどこも開いてないので仕方や気なく、帰宅。"	392	"や"	"や"	"助詞-並立助詞"
